Level	Rule Name	Subject	Property	Value
WARN	missing_definition	3aH-benzimidazole	definition	
WARN	missing_definition	heterotricyclic compound	definition	
WARN	missing_definition	farnesane sesquiterpenoid	definition	
WARN	missing_definition	pseudohalo group	definition	
WARN	missing_definition	pseudohalide anion	definition	
WARN	missing_definition	polyatomic monoanion	definition	
WARN	missing_definition	monoanion	definition	
WARN	missing_definition	11-hydroxy steroid	definition	
WARN	missing_definition	hydrogen isocyanide	definition	
WARN	missing_definition	chalcogen hydride	definition	
WARN	missing_definition	inorganic ion	definition	
WARN	missing_definition	inorganic cation	definition	
WARN	missing_definition	chalcocarbonic acid	definition	
WARN	missing_definition	5'-deoxyribonucleoside	definition	
WARN	missing_definition	amino-acid anion	definition	
WARN	missing_definition	organic hydride	definition	
WARN	missing_definition	mononuclear parent hydride	definition	
WARN	missing_definition	elemental sodium	definition	
WARN	missing_definition	elemental potassium	definition	
WARN	missing_definition	elemental copper	definition	
WARN	missing_definition	L-glucose	definition	
WARN	missing_definition	glucopyranose	definition	
WARN	missing_definition	phosphoric ester	definition	
WARN	missing_definition	sulfuric acid derivative	definition	
WARN	missing_definition	organoammonium sulfate salt	definition	
WARN	missing_definition	dye	definition	
WARN	missing_definition	aminoglycoside sulfate salt	definition	
WARN	missing_definition	thiadiazoles	definition	
WARN	missing_definition	organosulfur heterocyclic compound	definition	
WARN	missing_definition	brassinin	definition	
WARN	missing_definition	organic heteropentacyclic compound	definition	
WARN	missing_definition	organic heteropolycyclic compound	definition	
WARN	missing_definition	monocyclic heteroarene	definition	
WARN	missing_definition	polycyclic heteroarene	definition	
WARN	missing_definition	isonicotinate	definition	
WARN	missing_definition	3,3'-(biphenyl-4,4'-diyldidiazene-2,1-diyl)bis(4-aminonaphthalene-1-sulfonate)	definition	
WARN	missing_definition	3,3'-(biphenyl-4,4'-diyldidiazene-2,1-diyl)bis(4-aminonaphthalene-1-sulfonic acid)	definition	
WARN	missing_definition	isophthalonitrile	definition	
WARN	missing_definition	imidazolidines	definition	
WARN	missing_definition	azabicycloalkane	definition	
WARN	missing_definition	benzodioxoles	definition	
WARN	missing_definition	diazolidine	definition	
WARN	missing_definition	cephem	definition	
WARN	missing_definition	pyrazines	definition	
WARN	missing_definition	oxazolidines	definition	
WARN	missing_definition	1,3-thiazoles	definition	
WARN	missing_definition	1-benzopyran	definition	
WARN	missing_definition	chromenone	definition	
WARN	missing_definition	electron-transport chain inhibitor	definition	
WARN	missing_definition	respiratory-chain inhibitor	definition	
WARN	missing_definition	mitochondrial NADH:ubiquinone reductase inhibitor	definition	
WARN	missing_definition	mitochondrial cytochrome-bc1 complex inhibitor	definition	
WARN	missing_definition	cytochrome-bc1 complex inhibitor	definition	
WARN	missing_definition	triazole	definition	
WARN	missing_definition	organic sodium salt	definition	
WARN	missing_definition	inorganic sodium salt	definition	
WARN	missing_definition	trichostatin	definition	
WARN	missing_definition	trichostatic acid	definition	
WARN	missing_definition	(R)-trichostatic acid	definition	
WARN	missing_definition	(S)-trichostatic acid	definition	
WARN	missing_definition	antibiotic insecticide	definition	
WARN	missing_definition	macrolide insecticide	definition	
WARN	missing_definition	avermectin insecticide	definition	
WARN	missing_definition	antibiotic pesticide	definition	
WARN	missing_definition	antibiotic acaricide	definition	
WARN	missing_definition	antibiotic nematicide	definition	
WARN	missing_definition	macrolide acaricide	definition	
WARN	missing_definition	avermectin acaricide	definition	
WARN	missing_definition	avermectin pesticide	definition	
WARN	missing_definition	macrolide pesticide	definition	
WARN	missing_definition	emamectin B1a	definition	
WARN	missing_definition	emamectin B1b	definition	
WARN	missing_definition	naphthofuran	definition	
WARN	missing_definition	dioxolane	definition	
WARN	missing_definition	pyrimidine ribonucleosides	definition	
WARN	missing_definition	cyclic ketone	definition	
WARN	missing_definition	5-methyl[1,2,4]triazolo[3,4-b][1,3]benzothiazol-1-ium	definition	
WARN	missing_definition	carbonate	definition	
WARN	missing_definition	4-{((R)-2-Carboxy-3-methoxymethyl-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-en-7-ylcarbamoyl)-[(Z)-methoxyimino]-methyl}-thiazol-2-yl-ammonium	definition	
WARN	missing_definition	formyl group	definition	
WARN	missing_definition	hydroxy group	definition	
WARN	missing_definition	(4S)-4-hydroxy-3,4-dihydropyrimidin-2(1H)-one	definition	
WARN	missing_definition	rifabutin	definition	
WARN	missing_definition	dodecyl hydrogen sulfate	definition	
WARN	missing_definition	hydrogensulfate	definition	
WARN	missing_definition	trichostatin A	definition	
WARN	missing_definition	4H-1,2,4-triazole	definition	
WARN	missing_definition	oxo group	definition	
WARN	missing_definition	carbapenemcarboxylic acid	definition	
WARN	missing_definition	azaalkane	definition	
WARN	missing_definition	diazaalkane	definition	
WARN	missing_definition	oxabicycloalkane	definition	
WARN	missing_definition	pyrrolidinecarboxamide	definition	
WARN	missing_definition	1,3-oxazoles	definition	
WARN	missing_definition	N-acylpiperazine	definition	
WARN	missing_definition	N-alkylpiperazine	definition	
WARN	missing_definition	N-iminopiperazine	definition	
WARN	missing_definition	N-arylpiperazine	definition	
WARN	missing_definition	organoammonium salt	definition	
WARN	missing_definition	carboxy group	definition	
WARN	missing_definition	ornithinium(1+)	definition	
WARN	missing_definition	ornithinium(2+)	definition	
WARN	missing_definition	N-methylpiperazine	definition	
WARN	missing_definition	oxazinane	definition	
WARN	missing_definition	tetrahydrofuranol	definition	
WARN	missing_definition	dihydroxytetrahydrofuran	definition	
WARN	missing_definition	aminoglycoside	definition	
WARN	missing_definition	penamcarboxylate	definition	
WARN	missing_definition	ureas	definition	
WARN	missing_definition	steroid ester	definition	
WARN	missing_definition	3-oxo monocarboxylic acid	definition	
WARN	missing_definition	sulfur oxide	definition	
WARN	missing_definition	non-polar solvent	definition	
WARN	missing_definition	protophilic solvent	definition	
WARN	missing_definition	amphiprotic solvent	definition	
WARN	missing_definition	carbamimidic acid	definition	
WARN	missing_definition	carboximidic acid	definition	
WARN	missing_definition	aryloxypyrimidine	definition	
WARN	missing_definition	piperidones	definition	
WARN	missing_definition	pyranoindolizinoquinoline	definition	
WARN	missing_definition	cyano group	definition	
WARN	missing_definition	erythronolide A	definition	
WARN	missing_definition	sulfurous acid	definition	
WARN	missing_definition	thiazolidinone	definition	
WARN	missing_definition	triazolobenzothiazole	definition	
WARN	missing_definition	substituted aniline	definition	
WARN	missing_definition	drug metabolite	definition	
WARN	missing_definition	piperidine antibiotic	definition	
WARN	missing_definition	carbocyclic antibiotic	definition	
WARN	missing_definition	hydrogen atom	definition	
WARN	missing_definition	Calcofluor White	definition	
WARN	missing_definition	onium compound	definition	
WARN	missing_definition	chloronium	definition	
WARN	missing_definition	organic nitrogen anion	definition	
WARN	missing_definition	emamectins	definition	
WARN	missing_definition	protein denaturant	definition	
WARN	missing_definition	ampicillin(1-)	definition	
WARN	missing_definition	azaarene	definition	
WARN	missing_definition	fluorescent dye	definition	
WARN	missing_definition	nitrogen molecular entity	definition	
WARN	missing_definition	nitrogen group	definition	
WARN	missing_definition	amoxicillin(1-)	definition	
WARN	missing_definition	organic sulfate salt	definition	
WARN	missing_definition	benzylpenicillin(1-)	definition	
WARN	missing_definition	organic divalent group	definition	
WARN	missing_definition	organic univalent group	definition	
WARN	missing_definition	ticarcillin(2-)	definition	
WARN	missing_definition	carbenicillin(2-)	definition	
WARN	missing_definition	organic heterohexacyclic compound	definition	
WARN	missing_definition	organic polycyclic compound	definition	
WARN	missing_definition	organic tricyclic compound	definition	
WARN	missing_definition	dicloxacillin(1-)	definition	
WARN	missing_definition	methicillin(1-)	definition	
WARN	missing_definition	oxacillin(1-)	definition	
WARN	missing_definition	biophysical role	definition	
WARN	missing_definition	physiological role	definition	
WARN	missing_definition	piperacillin(1-)	definition	
WARN	missing_definition	cephalosporin carboxylic acid anion	definition	
WARN	missing_definition	gramicidin S	definition	
WARN	missing_definition	trigoheterin E, (rel)-	definition	
WARN	missing_definition	netilmycin	definition	
WARN	missing_definition	Nifurtimox	definition	
WARN	missing_definition	Pleuromutilin	definition	
WARN	missing_definition	Quinupristin-dalfopristin	definition	
WARN	missing_definition	sparfloxacin	definition	
WARN	missing_definition	sulbactam	definition	
WARN	missing_definition	6-chloro-5-(2,3-dichlorophenoxy)-2-(methylthio)-1H-benzimidazole	definition	
WARN	missing_definition	data item	definition	
WARN	missing_definition	information content entity	definition	
WARN	missing_definition	has curation status	definition	
WARN	missing_definition	results_in	definition	
WARN	missing_definition	qualitative	definition	
WARN	missing_definition	physical quality of a process	definition	
WARN	missing_definition	mutualism phenotype	definition	
WARN	missing_definition	normal motility phenotype	definition	
WARN	missing_definition	abnormal motility phenotype	definition	
WARN	missing_definition	increased motility	definition	
WARN	missing_definition	decreased motility	definition	
WARN	missing_definition	loss of motility	definition	
WARN	missing_definition	motility phenotype	definition	
WARN	missing_definition	chlorosis phenotype	definition	
WARN	missing_definition	chlorosis absent	definition	
WARN	missing_definition	chlorosis present	definition	
WARN	missing_definition	host chlorosis phenotype in presence of pathogen	definition	
WARN	missing_definition	host chlorosis absent with pathogen	definition	
WARN	missing_definition	host chlorosis present with pathogen	definition	
WARN	missing_definition	pathogen host interaction disease symptom phenotype	definition	
WARN	missing_definition	systemic phenotype	definition	
WARN	missing_definition	qualifier	definition	
WARN	missing_definition	molecular function phenotype	definition	
WARN	missing_definition	pathogen spore germination on host phenotype	definition	
WARN	missing_definition	has component activity	definition	
WARN	missing_definition	directly regulated by	definition	
WARN	missing_definition	ends after	definition	
WARN	missing_definition	immediately preceded by	definition	
WARN	missing_definition	immediately precedes	definition	
WARN	missing_definition	temporally related to	definition	
WARN	missing_definition	results in formation of	definition	
WARN	missing_definition	causally upstream of, positive effect	definition	
WARN	missing_definition	causally upstream of, negative effect	definition	
WARN	missing_definition	enables	definition	
WARN	missing_definition	formed as result of	definition	
WARN	missing_definition	immediately causally downstream of	definition	
WARN	missing_definition	logical macro assertion on an annotation property	definition	
WARN	missing_definition	phosphorylates	definition	
WARN	missing_definition	helper property (not for use in curation)	definition	
WARN	missing_definition	is symbiosis	definition	
WARN	missing_definition	is mutualism	definition	
WARN	missing_definition	is kinase activity	definition	
WARN	missing_definition	depends on	definition	
WARN	missing_definition	causal relation between entities	definition	
WARN	missing_definition	causally influenced by	definition	
WARN	missing_definition	interaction relation helper property	definition	
WARN	missing_definition	molecular interaction relation helper property	definition	
WARN	missing_definition	acts upstream of or within, positive effect	definition	
WARN	missing_definition	acts upstream of or within, negative effect	definition	
WARN	missing_definition	causally upstream of or within, negative effect	definition	
WARN	missing_definition	causally upstream of or within, positive effect	definition	
WARN	missing_definition	is positive form of	definition	
WARN	missing_definition	is negative form of	definition	
WARN	missing_definition	BRAND NAME	definition	
WARN	missing_definition	INN	definition	
WARN	missing_definition	IUPAC NAME	definition	
WARN	missing_definition	has functional parent	definition	
WARN	missing_definition	has parent hydride	definition	
WARN	missing_definition	is conjugate acid of	definition	
WARN	missing_definition	is conjugate base of	definition	
WARN	missing_definition	is enantiomer of	definition	
WARN	missing_definition	is substituent group from	definition	
WARN	missing_definition	is tautomer of	definition	
WARN	missing_definition	has_relative_magnitude	definition	
WARN	missing_definition	towards	definition	
WARN	missing_definition	oboInOwl:Subset	definition	
WARN	missing_definition	subset_property	definition	
WARN	missing_definition	consider	definition	
WARN	missing_definition	has_alternative_id	definition	
WARN	missing_definition	has_broad_synonym	definition	
WARN	missing_definition	database_cross_reference	definition	
WARN	missing_definition	has_exact_synonym	definition	
WARN	missing_definition	has_narrow_synonym	definition	
WARN	missing_definition	has_obo_namespace	definition	
WARN	missing_definition	has_related_synonym	definition	
WARN	missing_definition	has_synonym_type	definition	
WARN	missing_definition	in_subset	definition	
WARN	missing_definition	shorthand	definition	
WARN	duplicate_scoped_synonym	deoxynivalenol	has_exact_synonym	3alpha,7alpha,15-trihydroxy-12,13-epoxytrichothec-9-en-8-one
WARN	duplicate_scoped_synonym	deoxynivalenol	has_related_synonym	3alpha,7alpha,15-trihydroxy-12,13-epoxytrichothec-9-en-8-one
WARN	duplicate_scoped_synonym	voriconazole	has_exact_synonym	voriconazole
WARN	duplicate_scoped_synonym	voriconazole	has_related_synonym	voriconazole
WARN	duplicate_scoped_synonym	ciprofloxacin	has_exact_synonym	1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid
WARN	duplicate_scoped_synonym	ciprofloxacin	has_exact_synonym	ciprofloxacin
WARN	duplicate_scoped_synonym	ciprofloxacin	has_related_synonym	1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid
WARN	duplicate_scoped_synonym	ciprofloxacin	has_related_synonym	ciprofloxacin
WARN	duplicate_scoped_synonym	L-alpha-amino acid	has_exact_synonym	L-alpha-amino acids
WARN	duplicate_scoped_synonym	L-alpha-amino acid	has_related_synonym	L-alpha-amino acids
WARN	duplicate_scoped_synonym	nicotinic acid	has_exact_synonym	nicotinic acid
WARN	duplicate_scoped_synonym	nicotinic acid	has_related_synonym	nicotinic acid
WARN	duplicate_scoped_synonym	D-alpha-amino acid	has_exact_synonym	D-alpha-amino acids
WARN	duplicate_scoped_synonym	D-alpha-amino acid	has_related_synonym	D-alpha-amino acids
WARN	duplicate_scoped_synonym	ketone	has_exact_synonym	ketones
WARN	duplicate_scoped_synonym	ketone	has_related_synonym	ketones
WARN	duplicate_scoped_synonym	penicillin	has_exact_synonym	penicillins
WARN	duplicate_scoped_synonym	penicillin	has_related_synonym	penicillins
WARN	duplicate_scoped_synonym	aldehyde	has_exact_synonym	aldehydes
WARN	duplicate_scoped_synonym	aldehyde	has_related_synonym	aldehydes
WARN	duplicate_scoped_synonym	chloramphenicol	has_exact_synonym	chloramphenicol
WARN	duplicate_scoped_synonym	chloramphenicol	has_related_synonym	chloramphenicol
WARN	duplicate_scoped_synonym	hydrogen halide	has_exact_synonym	hydrogen halides
WARN	duplicate_scoped_synonym	hydrogen halide	has_related_synonym	hydrogen halides
WARN	duplicate_scoped_synonym	manganese atom	has_exact_synonym	manganese
WARN	duplicate_scoped_synonym	manganese atom	has_related_synonym	manganese
WARN	duplicate_scoped_synonym	chlorine atom	has_exact_synonym	chlorine
WARN	duplicate_scoped_synonym	chlorine atom	has_related_synonym	chlorine
WARN	duplicate_scoped_synonym	fluorine atom	has_exact_synonym	fluorine
WARN	duplicate_scoped_synonym	fluorine atom	has_related_synonym	fluorine
WARN	duplicate_scoped_synonym	glycoside	has_exact_synonym	glycosides
WARN	duplicate_scoped_synonym	glycoside	has_related_synonym	glycosides
WARN	duplicate_scoped_synonym	hydroxamic acid	has_exact_synonym	hydroxamic acids
WARN	duplicate_scoped_synonym	hydroxamic acid	has_related_synonym	hydroxamic acids
WARN	duplicate_scoped_synonym	inositol	has_exact_synonym	inositols
WARN	duplicate_scoped_synonym	inositol	has_related_synonym	inositols
WARN	duplicate_scoped_synonym	iodine atom	has_exact_synonym	iodine
WARN	duplicate_scoped_synonym	iodine atom	has_related_synonym	iodine
WARN	duplicate_scoped_synonym	isoprenoid	has_exact_synonym	isoprenoids
WARN	duplicate_scoped_synonym	isoprenoid	has_related_synonym	isoprenoids
WARN	duplicate_scoped_synonym	lactam	has_exact_synonym	lactams
WARN	duplicate_scoped_synonym	lactam	has_related_synonym	lactams
WARN	duplicate_scoped_synonym	macrolide	has_exact_synonym	macrolides
WARN	duplicate_scoped_synonym	macrolide	has_related_synonym	macrolides
WARN	duplicate_scoped_synonym	nitrogen atom	has_exact_synonym	nitrogen
WARN	duplicate_scoped_synonym	nitrogen atom	has_related_synonym	nitrogen
WARN	duplicate_scoped_synonym	nonmetal atom	has_exact_synonym	nonmetal
WARN	duplicate_scoped_synonym	nonmetal atom	has_related_synonym	nonmetal
WARN	duplicate_scoped_synonym	ether	has_exact_synonym	ethers
WARN	duplicate_scoped_synonym	ether	has_related_synonym	ethers
WARN	duplicate_scoped_synonym	oxime	has_exact_synonym	oximes
WARN	duplicate_scoped_synonym	oxime	has_related_synonym	oximes
WARN	duplicate_scoped_synonym	oxo carboxylic acid	has_exact_synonym	oxo carboxylic acids
WARN	duplicate_scoped_synonym	oxo carboxylic acid	has_related_synonym	oxo carboxylic acids
WARN	duplicate_scoped_synonym	oxygen atom	has_exact_synonym	oxygen
WARN	duplicate_scoped_synonym	oxygen atom	has_related_synonym	oxygen
WARN	duplicate_scoped_synonym	phosphate	has_exact_synonym	phosphates
WARN	duplicate_scoped_synonym	phosphate	has_related_synonym	phosphates
WARN	duplicate_scoped_synonym	potassium atom	has_exact_synonym	potassium
WARN	duplicate_scoped_synonym	potassium atom	has_related_synonym	potassium
WARN	duplicate_scoped_synonym	amidine	has_exact_synonym	amidines
WARN	duplicate_scoped_synonym	amidine	has_related_synonym	amidines
WARN	duplicate_scoped_synonym	sodium atom	has_exact_synonym	sodium
WARN	duplicate_scoped_synonym	sodium atom	has_related_synonym	sodium
WARN	duplicate_scoped_synonym	sulfur atom	has_exact_synonym	sulfur
WARN	duplicate_scoped_synonym	sulfur atom	has_related_synonym	sulfur
WARN	duplicate_scoped_synonym	transition element atom	has_exact_synonym	transition element
WARN	duplicate_scoped_synonym	transition element atom	has_related_synonym	transition element
WARN	duplicate_scoped_synonym	zinc atom	has_exact_synonym	zinc
WARN	duplicate_scoped_synonym	zinc atom	has_related_synonym	zinc
WARN	duplicate_scoped_synonym	carbon atom	has_exact_synonym	carbon
WARN	duplicate_scoped_synonym	carbon atom	has_related_synonym	carbon
WARN	duplicate_scoped_synonym	tetracycline	has_exact_synonym	tetracycline
WARN	duplicate_scoped_synonym	tetracycline	has_related_synonym	tetracycline
WARN	duplicate_scoped_synonym	phosphorus atom	has_exact_synonym	phosphorus
WARN	duplicate_scoped_synonym	phosphorus atom	has_related_synonym	phosphorus
WARN	duplicate_scoped_synonym	copper atom	has_exact_synonym	copper
WARN	duplicate_scoped_synonym	copper atom	has_related_synonym	copper
WARN	duplicate_scoped_synonym	copper(2+)	has_exact_synonym	copper(II) cation
WARN	duplicate_scoped_synonym	copper(2+)	has_related_synonym	copper(II) cation
WARN	duplicate_scoped_synonym	thiol	has_exact_synonym	thiols
WARN	duplicate_scoped_synonym	thiol	has_related_synonym	thiols
WARN	duplicate_scoped_synonym	valerate	has_exact_synonym	pentanoate
WARN	duplicate_scoped_synonym	valerate	has_related_synonym	pentanoate
WARN	duplicate_scoped_synonym	epoxide	has_exact_synonym	epoxides
WARN	duplicate_scoped_synonym	epoxide	has_related_synonym	epoxides
WARN	duplicate_scoped_synonym	olefin	has_exact_synonym	olefins
WARN	duplicate_scoped_synonym	olefin	has_related_synonym	olefins
WARN	duplicate_scoped_synonym	monocyclic hydrocarbon	has_exact_synonym	monocyclic hydrocarbons
WARN	duplicate_scoped_synonym	monocyclic hydrocarbon	has_related_synonym	monocyclic hydrocarbons
WARN	duplicate_scoped_synonym	nucleoside	has_exact_synonym	nucleosides
WARN	duplicate_scoped_synonym	nucleoside	has_related_synonym	nucleosides
WARN	duplicate_scoped_synonym	cefotetan	has_exact_synonym	cefotetan
WARN	duplicate_scoped_synonym	cefotetan	has_related_synonym	cefotetan
WARN	duplicate_scoped_synonym	terpene	has_exact_synonym	terpenes
WARN	duplicate_scoped_synonym	terpene	has_related_synonym	terpenes
WARN	duplicate_scoped_synonym	sesquiterpene	has_exact_synonym	sesquiterpenes
WARN	duplicate_scoped_synonym	sesquiterpene	has_related_synonym	sesquiterpenes
WARN	duplicate_scoped_synonym	diterpene	has_exact_synonym	diterpenes
WARN	duplicate_scoped_synonym	diterpene	has_related_synonym	diterpenes
WARN	duplicate_scoped_synonym	sulfonamide	has_exact_synonym	sulfonamides
WARN	duplicate_scoped_synonym	sulfonamide	has_related_synonym	sulfonamides
WARN	duplicate_scoped_synonym	carboxamidine	has_exact_synonym	carboxamidines
WARN	duplicate_scoped_synonym	carboxamidine	has_related_synonym	carboxamidines
WARN	duplicate_scoped_synonym	hydrazide	has_exact_synonym	hydrazides
WARN	duplicate_scoped_synonym	hydrazide	has_related_synonym	hydrazides
WARN	duplicate_scoped_synonym	carbohydrazide	has_exact_synonym	carbohydrazides
WARN	duplicate_scoped_synonym	carbohydrazide	has_related_synonym	carbohydrazides
WARN	duplicate_scoped_synonym	fatty acid	has_exact_synonym	fatty acids
WARN	duplicate_scoped_synonym	fatty acid	has_related_synonym	fatty acids
WARN	duplicate_scoped_synonym	primary diamine	has_exact_synonym	primary diamines
WARN	duplicate_scoped_synonym	primary diamine	has_related_synonym	primary diamines
WARN	duplicate_scoped_synonym	quinone	has_exact_synonym	quinones
WARN	duplicate_scoped_synonym	quinone	has_related_synonym	quinones
WARN	duplicate_scoped_synonym	heterotricyclic compound	has_exact_synonym	heterotricyclic compounds
WARN	duplicate_scoped_synonym	heterotricyclic compound	has_related_synonym	heterotricyclic compounds
WARN	duplicate_scoped_synonym	oxime O-ether	has_exact_synonym	oxime O-ethers
WARN	duplicate_scoped_synonym	oxime O-ether	has_related_synonym	oxime O-ethers
WARN	duplicate_scoped_synonym	chalcocarbonic acid	has_exact_synonym	chalcocarbonic acids
WARN	duplicate_scoped_synonym	chalcocarbonic acid	has_related_synonym	chalcocarbonic acids
WARN	duplicate_scoped_synonym	cyclic ether	has_exact_synonym	cyclic ethers
WARN	duplicate_scoped_synonym	cyclic ether	has_exact_synonym	epoxy compounds
WARN	duplicate_scoped_synonym	cyclic ether	has_related_synonym	cyclic ethers
WARN	duplicate_scoped_synonym	cyclic ether	has_related_synonym	epoxy compounds
WARN	duplicate_scoped_synonym	azo compound	has_exact_synonym	azo compounds
WARN	duplicate_scoped_synonym	azo compound	has_related_synonym	azo compounds
WARN	duplicate_scoped_synonym	carboxamide	has_exact_synonym	carboxamides
WARN	duplicate_scoped_synonym	carboxamide	has_related_synonym	carboxamides
WARN	duplicate_scoped_synonym	lactol	has_exact_synonym	lactols
WARN	duplicate_scoped_synonym	lactol	has_related_synonym	lactols
WARN	duplicate_scoped_synonym	hydrazone	has_exact_synonym	hydrazones
WARN	duplicate_scoped_synonym	hydrazone	has_related_synonym	hydrazones
WARN	duplicate_scoped_synonym	erythromycin A	has_exact_synonym	erythromycin
WARN	duplicate_scoped_synonym	erythromycin A	has_related_synonym	erythromycin
WARN	duplicate_scoped_synonym	fluconazole	has_exact_synonym	fluconazole
WARN	duplicate_scoped_synonym	fluconazole	has_related_synonym	fluconazole
WARN	duplicate_scoped_synonym	cefepime	has_exact_synonym	cefepime
WARN	duplicate_scoped_synonym	cefepime	has_related_synonym	cefepime
WARN	duplicate_scoped_synonym	imidic acid	has_exact_synonym	imidic acids
WARN	duplicate_scoped_synonym	imidic acid	has_related_synonym	imidic acids
WARN	duplicate_scoped_synonym	carboximidic acid	has_exact_synonym	carboximidic acids
WARN	duplicate_scoped_synonym	carboximidic acid	has_related_synonym	carboximidic acids
WARN	duplicate_scoped_synonym	isourea	has_exact_synonym	isoureas
WARN	duplicate_scoped_synonym	isourea	has_related_synonym	isoureas
WARN	duplicate_scoped_synonym	hydrogen atom	has_exact_synonym	hydrogen
WARN	duplicate_scoped_synonym	hydrogen atom	has_related_synonym	hydrogen
WARN	duplicate_scoped_synonym	onium cation	has_exact_synonym	onium cations
WARN	duplicate_scoped_synonym	onium cation	has_related_synonym	onium cations
WARN	duplicate_scoped_synonym	hemiacetal	has_exact_synonym	hemiacetals
WARN	duplicate_scoped_synonym	hemiacetal	has_related_synonym	hemiacetals
WARN	duplicate_scoped_synonym	daptomycin	has_exact_synonym	daptomycin
WARN	duplicate_scoped_synonym	daptomycin	has_related_synonym	daptomycin
WARN	duplicate_scoped_synonym	latrunculin A	has_exact_synonym	(4R)-4-[(1R,4Z,8E,10Z,12S,15R,17R)-17-hydroxy-5,12-dimethyl-3-oxo-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one
WARN	duplicate_scoped_synonym	latrunculin A	has_related_synonym	(4R)-4-[(1R,4Z,8E,10Z,12S,15R,17R)-17-hydroxy-5,12-dimethyl-3-oxo-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one
WARN	duplicate_scoped_synonym	paromomycin	has_exact_synonym	(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside
WARN	duplicate_scoped_synonym	paromomycin	has_related_synonym	(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside
WARN	duplicate_scoped_synonym	terbinafine	has_exact_synonym	terbinafine
WARN	duplicate_scoped_synonym	terbinafine	has_related_synonym	terbinafine
WARN	duplicate_scoped_synonym	normal hyphal growth	has_broad_synonym	normal colony morphology
WARN	duplicate_scoped_synonym	normal hyphal growth	has_broad_synonym	normal hyphal colony morphology
WARN	duplicate_scoped_synonym	normal hyphal growth	has_exact_synonym	normal filament formation
WARN	duplicate_scoped_synonym	normal hyphal growth	has_exact_synonym	normal filamentous formation
WARN	duplicate_scoped_synonym	normal hyphal growth	has_exact_synonym	normal hyphae formation
WARN	duplicate_scoped_synonym	normal hyphal growth	has_related_synonym	normal colony morphology
WARN	duplicate_scoped_synonym	normal hyphal growth	has_related_synonym	normal filament formation
WARN	duplicate_scoped_synonym	normal hyphal growth	has_related_synonym	normal filamentous formation
WARN	duplicate_scoped_synonym	normal hyphal growth	has_related_synonym	normal hyphae formation
WARN	duplicate_scoped_synonym	normal hyphal growth	has_related_synonym	normal hyphal colony morphology
WARN	duplicate_scoped_synonym	abnormal hyphal growth	has_broad_synonym	abnormal hyphal colony morphology
WARN	duplicate_scoped_synonym	abnormal hyphal growth	has_related_synonym	abnormal hyphal colony morphology
WARN	invalid_xref	obsolete pathogen host interaction metabolic process phenotype	database_cross_reference	GO_0008152
WARN	invalid_xref	metabolic process phenotype	database_cross_reference	GO_0008152
WARN	missing_obsolete_label	obsolete cell part	label	cell part@en
INFO	lowercase_definition	independent continuant	definition	<b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en>
INFO	lowercase_definition	process	definition	<p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en>
INFO	lowercase_definition	disposition	elucidation	<b is a disposition means: b is a realizable entity & b’s bearer is some material entity & b is such that if it ceases to exist, then its bearer is physically changed, & b’s realization occurs when and because this bearer is in some special physical circumstances, & this realization occurs in virtue of the bearer’s physical make-up. (axiom label in BFO2 Reference: [062-002])@en>
INFO	lowercase_definition	quality	elucidation	<a quality is a specifically dependent continuant that, in contrast to roles and dispositions, does not require any further process in order to be realized. (axiom label in BFO2 Reference: [055-001])@en>
INFO	lowercase_definition	specifically dependent continuant	definition	<b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1 i &lt; j n, ci and cj share no common parts, are such that for each 1 i n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en>
INFO	lowercase_definition	specifically dependent continuant	definition	<b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en>
